order_no,order_date,cust_no
4470,'17-01-2023',275
4471,'20-03-2023',188
4472,'25-03-2023',627
4473,'21-08-2023',861
4474,'19-12-2023',559
4475,'11-01-2023',311
4476,'03-05-2023',999
4477,'06-11-2023',686
4478,'26-02-2023',600
4479,'02-06-2025',836
4480,'27-04-2024',722
4481,'21-03-2023',910
4482,'03-04-2025',746
4483,'30-01-2025',116
4484,'05-08-2025',246
4485,'29-07-2023',459
4486,'19-08-2023',230
4487,'14-07-2024',596
4488,'23-12-2024',573
4489,'22-10-2024',243
4490,'27-10-2024',552
4491,'23-08-2024',390
4492,'02-02-2023',601
4493,'15-03-2025',388
4494,'03-06-2023',564
4495,'20-10-2023',368
4496,'02-11-2023',673
4497,'03-12-2024',952
4498,'27-04-2024',945
4499,'27-09-2025',723
4500,'19-10-2023',482
4501,'25-01-2023',948
4502,'01-05-2024',829
4503,'01-08-2023',913
4504,'26-05-2024',970
4505,'27-01-2023',777
4506,'30-11-2023',732
4507,'08-06-2025',529
4508,'19-04-2024',430
4509,'18-11-2023',254
4510,'08-01-2023',119
4511,'17-12-2024',199
4512,'09-08-2024',811
4513,'14-12-2025',342
4514,'27-02-2025',921
4515,'30-08-2024',965
4516,'20-12-2023',366
4517,'15-08-2023',522
4518,'01-11-2025',674
4519,'23-01-2025',253
4520,'11-08-2024',679
4521,'04-08-2023',565
4522,'08-10-2024',719
4523,'26-10-2023',353
4524,'06-03-2025',136
4525,'05-09-2024',726
4526,'10-08-2023',681
4527,'10-01-2023',74
4528,'18-06-2023',705
4529,'07-07-2024',614
4530,'10-06-2024',593
4531,'14-05-2025',61
4532,'07-03-2025',788
4533,'23-03-2024',287
4534,'19-03-2025',675
4535,'06-02-2023',744
4536,'13-11-2023',903
4537,'21-03-2024',634
4538,'18-11-2023',269
4539,'06-03-2025',240
4540,'01-05-2023',144
4541,'17-04-2024',260
4542,'13-08-2024',172
4543,'01-08-2023',315
4544,'27-06-2023',522
4545,'13-07-2025',309
4546,'11-06-2024',447
4547,'28-12-2025',323
4548,'02-06-2023',657
4549,'01-03-2023',749
4550,'14-07-2025',442
4551,'30-12-2025',210
4552,'07-02-2024',713
4553,'03-05-2025',927
4554,'12-03-2025',317
4555,'17-05-2023',881
4556,'04-02-2025',761
4557,'25-12-2023',388
4558,'06-06-2025',625
4559,'31-07-2024',512
4560,'14-05-2024',821
4561,'06-05-2025',441
4562,'28-06-2025',557
4563,'10-11-2025',469
4564,'30-12-2024',552
4565,'13-06-2024',139
4566,'07-07-2024',260
4567,'27-09-2023',114
4568,'04-02-2023',258
4569,'17-10-2023',935
4570,'30-03-2025',442
4571,'19-01-2024',811
4572,'08-07-2024',908
4573,'12-08-2025',111
4574,'23-08-2024',987
4575,'31-12-2024',502
4576,'15-04-2025',130
4577,'15-03-2025',730
4578,'18-08-2024',514
4579,'29-01-2024',742
4580,'17-03-2024',692
4581,'29-12-2025',710
4582,'22-06-2023',421
4583,'06-07-2025',290
4584,'27-11-2023',121
4585,'23-03-2024',370
4586,'12-07-2024',963
4587,'13-06-2024',526
4588,'26-12-2024',26
4589,'30-09-2024',80
4590,'13-09-2023',626
4591,'28-07-2023',541
4592,'15-02-2025',999
4593,'07-04-2024',154
4594,'25-07-2023',634
4595,'10-06-2023',417
4596,'11-02-2025',95
4597,'11-08-2023',657
4598,'04-09-2025',948
4599,'30-01-2024',489
4600,'22-10-2023',418
4601,'15-12-2024',56
4602,'16-09-2024',771
4603,'05-04-2023',690
4604,'22-03-2025',282
4605,'09-12-2023',950
4606,'02-02-2025',987
4607,'17-02-2024',77
4608,'06-11-2023',74
4609,'16-10-2024',675
4610,'20-02-2025',927
4611,'28-08-2024',199
4612,'07-01-2023',744
4613,'13-11-2023',835
4614,'03-07-2024',397
4615,'24-10-2024',82
4616,'30-09-2023',279
4617,'09-05-2025',825
4618,'17-02-2023',612
4619,'03-05-2025',721
4620,'17-01-2023',32
4621,'07-12-2023',286
4622,'23-07-2025',240
4623,'04-08-2023',917
4624,'28-10-2024',826
4625,'14-08-2023',764
4626,'03-12-2024',716
4627,'21-08-2024',173
4628,'28-11-2025',911
4629,'08-05-2023',618
4630,'17-09-2025',602
4631,'30-03-2024',655
4632,'28-11-2025',592
4633,'15-09-2025',546
4634,'05-02-2025',954
4635,'06-11-2024',178
4636,'02-01-2023',701
4637,'23-07-2025',424
4638,'29-03-2024',643
4639,'21-12-2023',797
4640,'06-11-2024',159
4641,'14-04-2025',919
4642,'08-10-2024',342
4643,'16-12-2024',227
4644,'06-11-2023',984
4645,'01-08-2024',575
4646,'23-08-2024',310
4647,'11-04-2025',565
4648,'11-05-2023',963
4649,'06-02-2025',206
4650,'10-08-2023',22
4651,'16-11-2024',91
4652,'14-11-2023',137
4653,'18-01-2023',357
4654,'21-08-2023',52
4655,'10-05-2025',431
4656,'07-09-2023',811
4657,'04-04-2025',980
4658,'06-09-2023',867
4659,'23-12-2025',151
4660,'11-06-2025',542
4661,'18-06-2025',896
4662,'09-01-2023',513
4663,'04-05-2024',32
4664,'26-01-2024',298
4665,'29-09-2024',980
4666,'19-05-2023',815
4667,'18-07-2024',242
4668,'17-11-2024',359
4669,'23-06-2025',424
4670,'28-10-2024',861
4671,'25-07-2024',470
4672,'05-05-2024',54
4673,'15-04-2024',185
4674,'29-05-2025',681
4675,'28-07-2024',758
4676,'11-02-2023',770
4677,'26-11-2023',107
4678,'30-08-2023',407
4679,'24-11-2024',674
4680,'04-12-2023',491
4681,'03-06-2023',661
4682,'25-01-2025',694
4683,'17-01-2024',294
4684,'19-10-2025',571
4685,'28-02-2024',654
4686,'25-04-2023',182
4687,'13-05-2023',63
4688,'01-07-2023',642
4689,'27-10-2025',195
4690,'30-05-2025',124
4691,'14-09-2024',186
4692,'31-12-2024',631
4693,'15-07-2023',18
4694,'02-01-2024',943
4695,'10-04-2024',877
4696,'20-08-2024',185
4697,'24-11-2025',311
4698,'06-04-2023',369
4699,'22-04-2025',922
4700,'13-11-2024',451
4701,'12-05-2025',271
4702,'18-02-2025',213
4703,'07-06-2025',631
4704,'31-08-2023',639
4705,'13-11-2023',356
4706,'17-07-2024',522
4707,'04-04-2025',402
4708,'22-09-2025',708
4709,'12-01-2024',981
4710,'04-06-2024',717
4711,'23-05-2024',603
4712,'02-12-2024',986
4713,'30-05-2023',684
4714,'16-09-2025',130
4715,'08-06-2024',160
4716,'19-06-2024',172
4717,'12-02-2023',613
4718,'30-01-2023',267
4719,'19-06-2024',650
4720,'14-07-2023',41
4721,'16-04-2025',464
4722,'19-05-2023',295
4723,'30-12-2023',416
4724,'28-11-2024',450
4725,'13-10-2024',650
4726,'14-01-2024',208
4727,'02-10-2024',107
4728,'10-11-2025',467
4729,'01-12-2025',230
4730,'31-05-2024',731
4731,'10-10-2025',652
4732,'19-08-2025',787
4733,'13-04-2025',177
4734,'10-05-2023',663
4735,'05-10-2025',685
4736,'03-09-2025',316
4737,'05-06-2023',124
4738,'08-05-2024',695
4739,'29-01-2023',247
4740,'04-01-2023',226
4741,'11-04-2024',458
4742,'18-02-2024',667
4743,'27-09-2024',321
4744,'30-06-2023',384
4745,'01-01-2024',416
4746,'27-10-2023',591
4747,'12-09-2023',667
4748,'07-12-2024',539
4749,'23-11-2025',318
4750,'09-09-2023',441
4751,'13-06-2023',481
4752,'06-11-2025',151
4753,'10-09-2024',656
4754,'19-08-2023',426
4755,'17-07-2025',971
4756,'30-06-2023',299
4757,'06-03-2025',505
4758,'11-12-2025',286
4759,'13-08-2023',469
4760,'07-02-2023',561
4761,'06-02-2025',760
4762,'04-10-2024',836
4763,'04-08-2024',29
4764,'29-02-2024',238
4765,'08-08-2023',494
4766,'02-01-2025',41
4767,'04-05-2024',170
4768,'18-02-2024',583
4769,'29-10-2024',845
4770,'08-04-2025',649
4771,'04-05-2024',652
4772,'26-09-2025',289
4773,'14-05-2024',514
4774,'02-03-2025',365
4775,'19-10-2023',820
4776,'20-08-2024',206
4777,'28-04-2025',714
4778,'27-05-2023',322
4779,'01-10-2025',651
4780,'27-08-2025',498
4781,'18-08-2025',900
4782,'08-01-2024',852
4783,'18-01-2025',195
4784,'26-03-2023',152
4785,'20-02-2025',226
4786,'22-09-2023',92
4787,'26-11-2024',702
4788,'20-05-2025',976
4789,'15-09-2025',223
4790,'30-12-2025',630
4791,'24-06-2024',763
4792,'27-03-2023',986
4793,'16-05-2024',521
4794,'20-10-2023',803
4795,'21-10-2024',569
4796,'25-06-2023',263
4797,'13-07-2023',339
4798,'18-04-2024',829
4799,'10-08-2024',455
4800,'26-01-2023',124
4801,'12-04-2025',644
4802,'07-07-2024',862
4803,'09-04-2023',386
4804,'17-01-2023',727
4805,'22-08-2024',174
4806,'28-02-2025',217
4807,'04-02-2023',559
4808,'10-02-2024',737
4809,'22-11-2024',550
4810,'17-07-2025',429
4811,'13-12-2025',995
4812,'10-06-2023',94
4813,'06-02-2025',216
4814,'10-01-2023',928
4815,'03-01-2024',603
4816,'24-10-2025',590
4817,'13-07-2024',680
4818,'03-01-2023',950
4819,'05-08-2023',88
4820,'08-07-2024',87
4821,'19-06-2023',564
4822,'01-08-2025',54
4823,'01-11-2024',976
4824,'18-04-2024',643
4825,'24-03-2025',169
4826,'29-09-2025',835
4827,'16-06-2023',674
4828,'02-08-2024',454
4829,'20-05-2024',81
4830,'20-10-2024',245
4831,'19-01-2023',874
4832,'23-04-2025',284
4833,'20-06-2025',887
4834,'12-03-2024',373
4835,'08-01-2025',862
4836,'22-02-2024',934
4837,'28-09-2024',115
4838,'11-01-2023',88
4839,'25-07-2025',25
4840,'24-02-2023',978
4841,'02-03-2023',322
4842,'09-06-2025',21
4843,'02-11-2024',458
4844,'15-01-2023',325
4845,'14-04-2023',215
4846,'19-05-2023',898
4847,'31-10-2023',876
4848,'09-09-2025',859
4849,'09-04-2023',912
4850,'28-12-2023',340
4851,'21-08-2025',356
4852,'11-10-2025',663
4853,'31-08-2023',466
4854,'30-07-2023',268
4855,'27-03-2025',173
4856,'12-09-2023',451
4857,'16-01-2025',976
4858,'25-03-2025',115
4859,'31-08-2024',967
4860,'21-03-2025',391
4861,'31-12-2024',488
4862,'27-04-2025',229
4863,'11-06-2024',963
4864,'27-01-2023',27
4865,'13-05-2024',993
4866,'23-07-2024',719
4867,'24-10-2023',510
4868,'19-09-2024',822
4869,'18-01-2023',146
4870,'07-09-2023',866
4871,'07-03-2025',907
4872,'02-09-2025',890
4873,'17-09-2025',189
4874,'16-11-2025',827
4875,'06-11-2023',514
4876,'29-06-2024',656
4877,'30-03-2023',703
4878,'19-03-2024',93
4879,'04-01-2024',120
4880,'18-12-2023',867
4881,'19-08-2025',362
4882,'01-01-2025',495
4883,'11-05-2023',951
4884,'30-11-2024',964
4885,'22-01-2024',973
4886,'03-04-2024',602
4887,'03-02-2024',935
4888,'12-11-2023',220
4889,'02-11-2023',207
4890,'20-02-2025',883
4891,'10-02-2024',726
4892,'27-01-2024',975
4893,'31-01-2024',978
4894,'20-10-2024',866
4895,'08-06-2025',184
4896,'17-06-2025',147
4897,'15-09-2024',214
4898,'01-12-2025',791
4899,'01-12-2025',952
4900,'25-06-2024',898
4901,'02-03-2024',138
4902,'24-05-2023',719
4903,'13-05-2024',301
4904,'05-08-2024',496
4905,'25-08-2025',72
4906,'24-05-2025',136
4907,'11-04-2023',394
4908,'25-06-2024',667
4909,'11-11-2024',759
4910,'12-07-2024',74
4911,'27-06-2025',449
4912,'03-08-2023',79
4913,'24-12-2023',322
4914,'08-01-2023',439
4915,'03-10-2025',186
4916,'23-07-2023',723
4917,'16-10-2024',418
4918,'13-01-2025',510
4919,'09-12-2025',85
4920,'04-08-2024',775
4921,'29-07-2024',784
4922,'28-10-2024',666
4923,'22-01-2024',510
4924,'16-10-2024',125
4925,'02-07-2023',41
4926,'19-10-2024',548
4927,'04-01-2025',19
4928,'26-06-2024',373
4929,'06-04-2024',270
4930,'24-11-2023',913
4931,'29-09-2024',892
4932,'04-09-2024',851
4933,'06-04-2025',821
4934,'24-01-2025',764
4935,'06-04-2023',734
4936,'10-03-2025',891
4937,'09-02-2023',438
4938,'08-08-2023',209
4939,'15-07-2023',997
4940,'28-01-2024',168
4941,'29-07-2025',478
4942,'18-11-2024',172
4943,'21-04-2023',827
4944,'16-03-2024',168
4945,'25-11-2025',719
4946,'29-12-2025',412
4947,'06-11-2025',963
4948,'17-10-2023',553
4949,'05-12-2023',281
4950,'22-07-2025',839
4951,'06-11-2023',305
4952,'27-09-2024',522
4953,'19-11-2025',95
4954,'11-03-2025',113
4955,'26-02-2023',815
4956,'09-12-2025',398
4957,'02-07-2023',784
4958,'25-05-2024',289
4959,'19-04-2024',464
4960,'24-12-2024',684
4961,'13-12-2025',567
4962,'31-07-2023',600
4963,'20-09-2025',823
4964,'12-05-2023',289
4965,'29-04-2025',808
4966,'20-10-2023',196
4967,'20-02-2024',523
4968,'25-01-2023',273
4969,'03-08-2023',248
4970,'08-02-2025',819
4971,'11-03-2025',268
4972,'09-11-2023',744
4973,'03-03-2024',964
4974,'24-11-2025',221
4975,'05-11-2023',767
4976,'18-01-2023',529
4977,'20-12-2023',796
4978,'19-06-2023',341
4979,'23-12-2024',48
4980,'30-11-2024',821
4981,'09-12-2025',233
4982,'07-06-2023',742
4983,'02-09-2024',646
4984,'18-07-2024',358
4985,'21-08-2025',626
4986,'23-08-2025',312
4987,'23-06-2024',148
4988,'09-02-2025',31
4989,'16-04-2023',95
4990,'27-03-2024',36
4991,'10-08-2023',411
4992,'26-09-2023',476
4993,'08-10-2024',544
4994,'20-04-2023',82
4995,'29-10-2024',311
4996,'26-11-2025',919
4997,'01-08-2024',202
4998,'07-12-2025',951
4999,'08-02-2025',812
5000,'05-05-2025',133
